,Num,Ra,Dec,Redshift,Eiso,Liso,Epeak,Duration,Gamma0(H),Gamma0(W),Phflux(15-150),alfa,beta,PhFlux(10-1000)
297,298,135.9316,-28.8045,2.5342969871945087,7.421812094768395e+53,6.982715106474001e+52,380.53475308513697,137.46,497.395,235.226,8.696,-1.031,-2.6310000000000002,11.895999999999999
298,299,332.7513,-14.5692,1.4780558019687529,6.481833139968201e+52,3.8382981989930803e+52,239.70913304032902,12.029000000000002,140.955,67.598,17.694000000000003,-0.929,-2.524,23.93
299,300,156.1489,2.1166,3.3010349430556,1.9233201768326648e+53,1.2583073669688926e+53,971.5535034633605,14.845,323.37,140.953,4.346,-0.9279999999999999,-2.421,6.291
300,301,347.9524,-25.1111,0.9040741740347282,4.0216426909509055e+51,7.584758788139392e+51,119.32470262989183,2.824,152.626,44.849,13.322000000000001,-1.1540000000000001,-2.459,18.829
301,302,259.8743,-16.7333,2.378102533559356,5.444736766190572e+52,2.683626145029354e+52,231.2599870148844,23.998,166.077,73.249,4.289,-0.945,-2.4530000000000003,5.879
302,303,164.84,-63.5022,2.5511737390748506,2.3925115116819217e+52,3.008139425949206e+52,211.3455742738024,9.833,406.341,115.96799999999999,4.8260000000000005,-0.9,-2.633,6.585
303,304,342.1852,-3.1329,1.338664770385032,3.21318137200079e+52,4.7571303811736636e+52,460.8661785784229,2.9739999999999998,57.708,33.157,18.905,-1.005,-2.591,26.901
304,305,113.4235,11.2495,1.1687419616358738,1.7781345212875476e+51,3.2610379834461815e+51,73.1572315599392,4.045,53.725,19.515,3.779,-1.082,-2.603,5.604
305,306,128.8383,70.4686,1.2473123513790172,2.305189817892783e+54,3.6399680007810287e+52,647.7325601782865,402.621,632.364,333.449,12.419,-1.0090000000000001,-2.497,18.514
306,307,152.9221,-42.9006,1.704493605478824,6.049775322226355e+53,3.0016298841443345e+52,568.3716378656794,232.37400000000002,561.844,246.585,6.178999999999999,-1.083,-2.4930000000000003,8.902000000000001
307,308,10.4336,-5.1888,1.3692933206742903,1.8868374937645186e+52,1.2534572847757833e+52,424.60143728266837,9.378,119.66,49.339,4.851,-0.9490000000000001,-2.5580000000000003,6.816
308,309,314.294,-3.0771,2.245065188189977,2.449723323726137e+53,4.5300721757994313e+52,793.4623601400316,46.998999999999995,1170.525,345.971,4.704,-1.187,-2.569,6.899
309,310,8.9523,36.906,2.351522178447499,9.386131990740026e+53,9.612892144229759e+52,1993.2894447199967,112.49700000000001,803.347,336.731,2.84,-0.7829999999999999,-2.485,5.011
310,311,19.9563,9.3416,2.1693884910411465,2.3462034143485958e+53,5.329861282583024e+52,435.666680375676,32.31,587.385,216.908,7.047999999999999,-0.938,-2.387,9.727
311,312,246.7619,78.0903,2.8635263542652463,8.364793432131938e+52,7.109006601284238e+52,1329.3804378788727,11.130999999999998,508.466,165.90200000000002,2.827,-1.124,-2.378,4.2860000000000005
312,313,101.9304,13.0566,1.947825617884582,4.891667456241109e+52,1.8719188382276933e+53,272.2070955225329,2.5269999999999997,114.971,56.308,43.768,-1.0390000000000001,-2.481,60.162
313,314,345.0151,48.9106,1.5589470368893124,3.337438188933446e+53,1.4947989486569188e+54,2397.5935213134812,1.33,351.042,163.208,66.612,-0.7340000000000001,-2.4090000000000003,132.185
314,315,322.2287,62.2285,0.7687835125236916,3.6050578319557967e+53,8.874365366276739e+51,500.9254411677714,194.05,65.36399999999999,53.907,9.898,-1.052,-2.4090000000000003,14.719000000000001
315,316,228.5015,20.284,0.8278433685129875,3.143512112343208e+53,2.7011453382511256e+51,226.8013389837633,682.375,122.227,79.97399999999999,4.957,-1.115,-2.648,6.886
316,317,67.6023,-18.3306,1.6235892154723588,6.693938426633398e+52,1.7286961427852916e+52,491.83287361648337,22.694000000000003,360.083,127.00299999999999,4.415,-0.924,-2.6519999999999997,6.215
317,318,162.1824,-26.0049,1.5448594603506405,1.4658243112487852e+53,3.1201409261381256e+52,652.0864849783502,32.793,935.895,273.589,6.604,-0.992,-2.459,9.71
318,319,110.0423,8.8208,3.157102039683488,1.6701454217116597e+53,5.407600565570592e+52,514.7152405702014,38.162,864.712,265.241,3.074,-0.879,-2.404,4.187
319,320,358.0253,14.1178,1.6912384094007298,3.686323984579121e+53,1.5043422875809174e+53,1204.7536730109225,19.828,399.58099999999996,180.899,17.19,-0.9690000000000001,-2.6010000000000004,27.369
320,321,227.1592,-35.3416,1.3192172951145464,4.090164137960953e+52,3.6367290953426025e+52,415.8697536450199,7.82,204.515,80.237,15.109000000000002,-0.97,-2.5069999999999997,21.285
321,322,203.9217,-82.9446,2.414512893850575,2.4925145841526207e+52,3.8550695622929686e+52,184.81123910148787,7.434,207.808,74.67,6.492999999999999,-1.173,-2.519,9.273
322,323,295.0871,8.9167,1.6976468901612949,1.1877283732547728e+53,1.2846751234917885e+53,1178.2781596275495,5.888999999999999,119.12899999999999,66.844,15.687000000000001,-0.977,-2.727,24.846
323,324,301.8045,-6.4774,3.189299782854724,3.977475073067208e+52,5.301107890794746e+52,427.0948150844749,11.463,698.0010000000001,181.03900000000002,3.8810000000000002,-0.904,-2.637,5.212999999999999
324,325,355.5767,-69.5644,0.5942318893543342,3.390353785016473e+52,5.108825986026602e+50,97.47784237638344,348.025,168.377,68.312,2.6910000000000003,-1.087,-2.5380000000000003,3.765
325,326,251.3396,19.1274,1.2991797533070475,2.378174635925343e+52,5.802666376780466e+51,138.62709230121752,37.986,118.709,51.007,4.504,-1.056,-2.5380000000000003,6.281000000000001
326,327,24.1198,57.7966,4.586022802225791,5.098403461143508e+51,2.0824909548731895e+53,345.9867354187762,0.371,570.472,112.37299999999999,7.537999999999999,-0.9309999999999999,-2.5180000000000002,10.335
327,328,48.7251,40.1526,1.469134606301665,2.8968783685957933e+52,1.8992173485589503e+52,748.323384338609,10.334000000000001,439.98199999999997,126.244,3.6639999999999997,-0.866,-2.47,5.556
328,329,28.3352,-31.0554,2.4807568122239534,9.123984667726113e+52,1.9546762691290416e+52,278.76059193349806,57.14,239.28099999999998,101.836,2.6189999999999998,-1.04,-2.443,3.612
329,330,288.3896,27.5431,2.0718219637065114,1.3419747924954864e+53,3.6662517145884296e+53,944.6569168915632,3.605,359.36199999999997,142.423,33.111999999999995,-0.996,-2.469,49.848
330,331,319.7769,77.5506,2.2808020230250428,1.1639317737812615e+54,9.379652676935972e+53,3290.0729888461715,16.467,535.714,266.406,19.192999999999998,-0.8140000000000001,-2.63,36.928000000000004
331,332,114.4603,22.8476,1.228845770211203,4.790887851830188e+51,2.6351752210035484e+51,98.2001976541545,10.705,114.03,38.02,2.6069999999999998,-1.042,-2.58,3.728
332,333,322.0691,15.8328,2.6432294785489607,1.4742586845764699e+53,9.507605993870045e+52,953.8525962004674,20.277,219.188,104.05,5.287999999999999,-0.9470000000000001,-2.491,7.797000000000001
333,334,60.3458,0.8029,5.010914925801086,2.8285952602069463e+52,9.590257537428256e+52,300.81738056216636,6.026,266.132,89.935,3.077,-1.146,-2.63,4.3839999999999995
334,335,113.5327,-57.5413,0.3738538371151864,5.3736872256713e+51,9.559297957297651e+50,79.31075919641971,19.994,366.097,84.34200000000001,15.870999999999999,-0.9840000000000001,-2.551,22.002
335,336,311.3959,-18.3342,1.620716145712366,3.6131662185290598e+53,4.017632461540377e+52,1033.1412464571922,78.499,331.666,159.239,5.848,-1.057,-2.497,9.046
336,337,246.5824,-41.22,3.084269352114862,6.484721296116737e+53,7.795182696017162e+52,676.8442390062208,131.569,712.068,292.144,4.792,-1.058,-2.6710000000000003,6.727
337,338,216.3489,-7.25,1.0220307958979908,3.252507828095028e+51,6.374378936747057e+51,106.520985199687,3.225,70.138,25.779,8.566,-1.306,-2.5069999999999997,12.472999999999999
338,339,120.9943,41.6599,1.9405620093872,1.0697165127073006e+52,4.833135038302576e+52,298.60787962625477,2.4290000000000003,466.587,111.199,11.312999999999999,-0.8759999999999999,-2.562,15.183
339,340,110.8823,4.1279,1.8454260065902237,4.864550040796216e+52,1.927143734279685e+52,385.1938120206145,15.184000000000001,111.96700000000001,55.271,4.034,-1.045,-2.42,5.6160000000000005
340,341,253.2887,52.0242,2.0212903761464145,2.2633234083221922e+53,2.9383068736294373e+52,842.3730657645223,78.486,267.71,127.693,3.1189999999999998,-0.885,-2.657,4.643
341,342,150.2315,-11.1302,2.1691176641263548,3.9183660095758015e+53,5.22662455847868e+52,1035.6064631918007,105.522,1173.174,374.708,4.561,-1.094,-2.5610000000000004,6.879
342,343,206.5349,27.1796,0.1318982534361753,2.6156046620073763e+53,8.740350203244208e+51,359.3267574176312,75.419,148.43,88.28299999999999,572.7919999999999,-0.9890000000000001,-2.6489999999999996,865.1519999999999
343,344,117.1659,-11.4043,1.9632887625405155,6.769412317358653e+53,3.156353040528121e+53,1958.793411205604,23.658,291.58299999999997,162.256,13.065,-0.7979999999999999,-2.46,23.441
344,345,278.8359,17.7467,2.5342996252443606,3.114985469343451e+52,2.0788797617805532e+52,233.2971866475357,27.998,251.61700000000002,88.038,3.0039999999999996,-1.034,-2.515,4.159
345,346,79.6691,15.1401,1.8353453915717295,6.1814439438231055e+53,3.166114081966288e+52,790.4851179040355,195.62599999999998,709.8789999999999,289.226,4.218,-1.0,-2.485,6.263
346,347,200.1548,8.2301,2.454274242609163,3.005069439514563e+52,3.300763673786977e+53,383.71419860957235,1.564,415.662,122.29299999999999,39.043,-1.167,-2.427,54.808
347,348,25.0638,-74.9403,2.466484148087519,1.953665668631252e+53,1.538158336359928e+53,1053.6705633226654,14.615,147.41,83.70700000000001,9.432,-0.9640000000000001,-2.563,14.183
348,349,243.6262,67.4438,3.093065578656472,6.273361884773208e+52,3.108385208010847e+52,236.67030484466946,25.923000000000002,566.423,169.933,3.013,-1.051,-2.583,4.206
349,350,335.0545,12.7169,2.471937378164533,1.9545123800057316e+52,2.4982496678865443e+52,209.14209518403285,8.496,384.67,108.101,3.7060000000000004,-0.945,-2.419,5.125
350,351,247.4457,33.6749,1.0760505921865828,1.0481984320011058e+51,6.815663413925781e+51,65.6548217419156,0.634,166.113,37.926,9.173,-1.094,-2.506,13.75
351,352,267.92,70.6991,1.5096045777978089,8.18447721115984e+52,3.6550481863131947e+52,534.5978409686231,16.796,258.053,105.17299999999999,9.145,-1.0659999999999998,-2.366,13.214
352,353,194.0811,51.6584,1.0157605982798406,7.493706350649759e+52,2.510622622233416e+52,510.6393528880085,17.570999999999998,480.29699999999997,156.816,13.056,-0.863,-2.373,19.266
353,354,210.5492,54.6662,1.53291114579847,1.6326857399961203e+53,1.595063410306247e+52,552.8766222915921,110.81,125.40799999999999,72.94,4.011,-1.099,-2.423,5.811
354,355,107.8781,-3.0996,0.8862918336714848,2.2614163758344305e+52,1.4822267643243898e+51,82.38656077349906,109.081,253.618,83.904,3.092,-0.9940000000000001,-2.468,4.418
355,356,143.0703,72.1577,1.1072180465473929,1.6242537322347565e+53,1.7340413264815768e+52,619.2415469278271,49.623000000000005,790.296,248.639,7.357,-0.986,-2.425,11.017000000000001
356,357,67.989,16.3841,0.3578777826680242,1.2852900636971905e+53,4.904576897861616e+50,222.58458885872173,897.07,390.041,149.339,5.1770000000000005,-0.978,-2.5069999999999997,7.236000000000001
357,358,74.9715,-75.3928,3.707971789527368,3.3710055279485115e+52,8.864980613695973e+52,584.6243760323276,5.2010000000000005,85.65799999999999,43.492,3.648,-1.0390000000000001,-2.443,5.0489999999999995
358,359,59.2597,26.5488,1.59417918727792,1.1474202593737793e+53,1.3749533769904524e+53,493.0289596289069,5.9479999999999995,269.83799999999997,114.62799999999999,37.709,-1.069,-2.61,53.669
359,360,229.9132,-9.9753,2.773105300218464,1.2088953651296626e+53,6.411622447966182e+52,1114.2478261054086,13.960999999999999,361.976,140.643,3.054,-0.9740000000000001,-2.562,4.571000000000001
360,361,264.9297,31.9838,0.2445201368602138,2.2506473992817413e+51,1.905865025446495e+50,24.979679338719297,37.236,75.433,25.45,8.731,-1.1059999999999999,-2.555,14.163
361,362,128.9387,26.6764,0.8932354254397147,1.9988330102179373e+53,2.6819613719119842e+53,621.1439945548673,3.552,564.864,205.75900000000001,149.57399999999998,-0.82,-2.384,231.60299999999998
362,363,170.1857,-78.3175,0.6348806802025381,1.602514113320877e+51,1.1787616990620706e+51,32.41336225171908,9.257,124.539,33.595,5.632999999999999,-0.927,-2.452,9.1
363,364,43.1507,29.701,1.083018790186925,2.3570811717815727e+52,3.146527982577093e+51,245.97423562521962,61.505,195.642,71.062,2.7439999999999998,-0.97,-2.4859999999999998,3.755
364,365,217.7708,-54.3915,2.1633927998044493,1.2250744746844369e+53,3.6011307898038734e+52,506.28659068844803,39.772,104.12899999999999,61.424,5.118,-1.065,-2.5780000000000003,7.182
365,366,125.6175,-17.8978,0.6906857839074111,1.612606125244929e+52,9.086654095506798e+50,135.242820025871,94.35,283.25,85.369,2.9930000000000003,-1.0659999999999998,-2.521,4.127
366,367,317.2379,11.4507,1.2380734453010018,2.7140574750707237e+51,7.971953807535124e+51,129.8972207340285,1.854,235.438,56.077,7.367999999999999,-1.054,-2.613,10.275
367,368,86.7641,-44.6876,1.0274755039492265,1.1250340249440778e+53,8.12188536112455e+51,829.362139703947,65.575,617.5419999999999,198.41400000000002,3.86,-1.093,-2.608,5.975
368,369,21.1121,-78.9184,1.23727997753911,1.1984219734190902e+52,5.256939892585693e+51,341.36596566171676,14.104000000000001,258.265,76.39699999999999,3.075,-1.1440000000000001,-2.5610000000000004,4.341
369,370,179.5376,30.9718,0.6539908106243643,1.0788370999506625e+52,1.9994366275497347e+51,158.49086192672448,30.096,148.425,51.891999999999996,6.752999999999999,-0.9259999999999999,-2.489,9.144
370,371,6.181,2.7034,1.663655520031302,3.2753336802778244e+52,1.1499966949606476e+52,287.51761811360564,18.829,134.808,58.563,3.705,-0.993,-2.501,5.066
371,372,342.2947,1.2923,2.0845663136439505,9.972210993794282e+52,1.1051054862262633e+53,618.3947098153792,13.504000000000001,102.705,58.81100000000001,14.862,-1.058,-2.585,21.249000000000002
372,373,160.0493,67.015,3.091795924092956,1.9717447629474416e+53,3.3953023572107633e+52,321.7558810150149,87.024,810.2289999999999,261.10400000000004,2.917,-0.857,-2.5540000000000003,3.912
373,374,321.2257,22.5505,1.478284101120947,7.567725526253114e+51,7.453753150725319e+51,146.71390477674856,10.221,165.733,52.646,4.272,-1.042,-2.552,5.952999999999999
374,375,68.7152,8.535,1.9564949816998032,1.1036219756295338e+54,5.210942031436849e+52,746.8393207167778,276.283,489.54400000000004,248.655,6.79,-1.084,-2.506,9.963
375,376,336.1113,47.2029,1.6888143324530396,7.2407749934751e+51,1.16234243785298e+52,106.7728599558868,4.793,333.664,83.324,4.663,-1.082,-2.399,6.803
376,377,124.8531,42.4064,1.2983024390642284,2.1095910079226405e+53,2.882203620040187e+52,846.7351795422522,70.05199999999999,455.462,179.86,7.096,-0.96,-2.515,10.985999999999999
377,378,182.3989,9.9406,3.0603200106736663,7.078904640253242e+52,4.829072890185774e+52,368.61591076137563,16.910999999999998,513.186,162.347,3.784,-0.905,-2.485,5.114
378,379,253.8205,-10.3757,1.0601127220152369,4.150750872786458e+53,1.6437217619578082e+52,763.1075949383777,160.501,892.561,315.29200000000003,7.053,-0.9540000000000001,-2.654,10.927
379,380,122.8267,-38.7678,1.7829270997899256,1.090896504297531e+54,3.5689243090721363e+52,976.6716292594333,314.78,847.565,357.832,4.877,-1.248,-2.3609999999999998,7.3839999999999995
380,381,252.187,20.7814,1.5681958172231003,9.858442120107783e+53,2.1126756437582e+52,868.20980555497,303.036,551.771,264.286,3.951,-1.047,-2.6189999999999998,5.992000000000001
381,382,319.7966,78.2767,2.9919100466974253,1.4856852042855498e+52,5.134748020273452e+52,574.6310220306569,3.747,138.246,52.202,3.6069999999999998,-1.137,-2.5789999999999997,5.0680000000000005
382,383,106.2252,-12.1171,1.0838348643822673,5.336698101944491e+52,6.079566191111392e+51,262.96190691183665,48.989,623.944,176.43099999999998,5.5889999999999995,-1.025,-2.634,7.681
383,384,209.5114,-47.5315,1.6990275015995366,2.8494346243389307e+53,3.1568753839601474e+52,514.6704216930256,89.53,559.101,216.797,6.614,-0.87,-2.556,9.327
384,385,345.244,-45.2726,1.8276816064552748,8.521495135146151e+51,1.1212965901459346e+52,120.17456188723848,5.656000000000001,140.821,48.172,4.315,-0.976,-2.6010000000000004,6.144
385,386,342.3506,-60.5671,2.0588799849638253,5.548064255455968e+51,1.8549025296958533e+52,308.3606845777222,2.83,608.887,119.02799999999999,3.466,-0.997,-2.425,4.748
386,387,178.3217,49.7704,1.159647505795248,1.307758022534592e+52,8.154237722812755e+51,166.14738051837628,10.862,53.15,27.02,7.672999999999999,-1.093,-2.54,10.63
387,388,283.2236,47.7279,1.968477066793424,1.1140580452684702e+53,2.701991730392238e+52,286.09968418994254,33.918,422.577,153.82299999999998,5.511,-0.91,-2.383,7.489
388,389,240.7857,-61.2841,0.91307686638342,3.908534557465472e+52,6.803415187827697e+51,331.60330661686805,32.309,87.72399999999999,45.291000000000004,7.103,-1.011,-2.467,10.015
389,390,280.2962,-0.2959,2.168372725640891,3.860785859396471e+53,8.99179900387263e+52,726.373428191555,44.826,150.343,95.01,8.658999999999999,-0.9520000000000001,-2.432,12.556
390,391,268.782,-8.0279,1.607772522807721,1.6450926454032177e+53,1.7411866716205954e+52,213.13304253894,82.579,209.613,102.859,6.817,-1.0390000000000001,-2.468,9.387
391,392,290.5489,24.025,3.5517025947249845,6.613259896900504e+52,8.426117515220202e+52,541.6885172668349,11.421,283.046,107.954,4.221,-0.988,-2.56,5.775
392,393,109.8414,-26.8483,1.785661495978104,1.4760074326626337e+54,5.998378179887858e+52,2402.866655168216,154.17700000000002,170.28900000000002,129.094,3.568,-1.037,-2.489,6.084
393,394,53.7843,-17.3094,1.1677616773632489,8.99188947854379e+53,3.476327283774588e+52,865.0032009125425,180.672,195.607,130.366,11.142000000000001,-1.0,-2.588,17.38
394,395,119.6394,65.6147,3.3780631887570065,1.3380981971630496e+53,9.894417678535757e+52,669.9739655270083,25.041,475.44699999999995,171.56,4.592,-0.91,-2.531,6.341
395,396,264.9622,11.7815,0.4150911558017769,6.715654127407577e+52,7.981980288727889e+50,242.08918860766963,224.455,81.854,47.33,5.632000000000001,-1.026,-2.444,7.945
396,397,319.8631,-29.7644,1.3331884010361104,1.3865080361807384e+53,3.1970451255254364e+53,827.5345255106572,4.53,118.602,68.388,85.73200000000001,-1.125,-2.4730000000000003,130.303
397,398,10.7264,55.4353,2.5383876849321374,4.15704484393905e+53,1.763054731741996e+52,258.281881987055,322.448,500.074,214.332,2.719,-0.927,-2.6910000000000003,3.6710000000000003
398,399,233.712,-12.653,3.288440496028135,8.996066517251818e+52,9.741899224482934e+52,879.3799163372113,9.642999999999999,109.053,60.168,4.5680000000000005,-1.15,-2.647,6.58
399,400,255.8199,-9.673,0.6661045282751412,7.311406898791151e+51,1.1224899441643096e+51,27.3799494300222,18.502,148.828,48.722,4.601,-1.073,-2.55,7.787000000000001
400,401,29.1064,-33.2383,0.7964604676983708,5.205144055018879e+52,1.2164723869897827e+51,167.9874922739673,276.171,264.058,99.039,2.734,-1.1540000000000001,-2.5839999999999996,3.805
401,402,158.8336,-21.2149,2.0860804730416422,1.1783660040261294e+53,5.607092459960448e+52,675.9373495211421,25.441,181.125,88.26700000000001,6.041,-0.7959999999999999,-2.5340000000000003,8.687000000000001
402,403,46.2729,80.0883,1.6414346164986715,1.6473273386483443e+53,7.395994877019315e+51,119.27639616127787,151.684,319.091,136.14600000000002,2.97,-0.96,-2.333,4.238
403,404,341.8224,-26.4635,2.242989611356261,2.450257216352888e+53,3.159325959412875e+52,592.830313294407,79.094,161.238,92.281,3.2460000000000004,-0.932,-2.417,4.584
404,405,13.9975,69.3824,2.119377615822388,2.570029316898625e+52,1.413504943080577e+53,520.3404864523486,2.119,159.82,63.0,19.03,-0.9129999999999999,-2.525,26.505
405,406,204.9434,28.5072,0.9482377188734764,2.6574870146660576e+52,5.224893096043242e+51,353.1080270177323,27.379,154.004,61.806000000000004,5.274,-0.9940000000000001,-2.638,7.43
406,407,306.1591,48.9068,1.4638328034818286,7.943615456675894e+51,1.6644016856060914e+52,123.65233638678137,4.39,281.0,75.464,10.395,-1.0,-2.565,14.582
407,408,9.1475,1.4617,2.4690847243172427,4.9021922367759935e+53,1.7348052948678446e+53,583.7290308695112,37.241,268.785,145.636,16.015,-0.95,-2.503,22.39
408,409,268.8021,-29.1079,0.4934724160548496,2.789704097790905e+53,3.271271215794935e+51,588.4550933112132,359.751,127.45200000000001,80.616,8.378,-0.961,-2.576,13.106
409,410,61.3306,-8.4183,1.5120232828265348,4.5737477209950616e+52,5.231946863003642e+52,328.1994961479552,5.184,101.33,51.184,20.658,-1.139,-2.595,28.883000000000003
410,411,341.8176,-25.0263,2.388860120489132,1.8653960289849087e+53,9.497124426334097e+52,721.0070754748259,17.28,110.12100000000001,68.387,7.827999999999999,-0.9129999999999999,-2.497,11.222999999999999
411,412,123.2409,-55.3207,0.3931936421804245,1.7572407494490432e+51,2.0118319705705367e+50,25.10107126693213,39.766999999999996,207.662,47.971000000000004,3.012,-0.922,-2.479,4.979
412,413,90.178,-9.4001,1.727189558472224,9.766376028377358e+52,3.7648343318943574e+52,349.1205638314454,19.565,123.37700000000001,66.229,9.872,-0.875,-2.516,13.405
413,414,94.4073,-65.4611,0.391341368814577,3.087095651123929e+50,3.4863196351117054e+50,24.80538501388957,4.11,45.667,13.079,4.763999999999999,-0.9540000000000001,-2.3569999999999998,7.846
414,415,301.5372,50.9441,1.4113984900998169,1.5050343883345713e+53,1.409846745272135e+52,403.1800376875271,83.777,544.286,191.459,5.13,-0.94,-2.502,7.162999999999999
415,416,304.2336,-6.4678,2.252065977973695,4.810638634578286e+52,3.704971375875816e+52,400.8817776193537,9.769,453.469,140.173,5.275,-1.02,-2.496,7.268
416,417,25.4137,25.0253,2.0249690636614397,1.1391369022028208e+53,1.1314756385074981e+53,640.0865703972928,8.968,729.877,222.261,13.235,-0.963,-2.38,19.035999999999998
417,418,148.4799,53.3985,1.705543452019585,7.322774336602251e+51,1.2896541662352176e+52,370.8931013752755,4.013,112.905,40.537,3.449,-0.892,-2.563,4.708
418,419,246.2449,-78.3672,1.3427156035132135,2.038460443789033e+53,2.0653611075453683e+53,872.8739577621367,6.644,234.015,114.72200000000001,51.56100000000001,-1.032,-2.603,79.306
419,420,43.6747,-12.7275,2.713713493535684,4.237683778411954e+52,3.1070668456598464e+52,333.87096946571813,17.000999999999998,405.735,127.43299999999999,3.324,-1.064,-2.498,4.583
420,421,35.3556,42.4296,0.8484345740040674,3.290411964062481e+52,1.5071503323763637e+51,62.567855334827726,126.736,79.3,41.146,3.17,-1.123,-2.349,4.746
421,422,161.7796,17.7791,1.67547033915615,8.147683357713774e+52,1.1084905645820285e+52,414.140166763111,38.855,759.294,215.797,2.639,-1.0659999999999998,-2.376,3.716
422,423,161.2496,70.5426,0.4649473059502464,1.7350193809575453e+52,1.7578584162953085e+52,148.60374569973317,5.505,114.521,47.251000000000005,124.617,-0.993,-2.4130000000000003,170.75900000000001
423,424,169.2938,79.2213,1.3940410311456235,6.049466050291233e+51,4.295014808782269e+51,90.43835731111209,10.811,306.59,76.429,2.8280000000000003,-1.043,-2.4090000000000003,4.138
424,425,126.022,10.5687,1.7933275336121215,1.0321667195862112e+54,2.050193200049015e+52,411.6571766961083,282.91900000000004,595.906,280.335,4.793,-1.1,-2.539,6.723
425,426,123.7525,-44.9722,1.9393502221206216,4.909467165322044e+53,3.460046603934459e+53,908.8428809230978,15.289000000000001,735.535,284.998,38.777,-1.124,-2.403,58.165
426,427,268.1423,-32.71,1.4744021642486722,1.2860343214825837e+53,4.990927995032993e+52,810.732033600232,22.592,562.721,190.69400000000002,8.642999999999999,-0.9740000000000001,-2.3,13.175999999999998
427,428,168.4273,-64.9118,1.5358471720548963,1.4331842902683124e+54,5.959448013708919e+52,477.8694048896562,181.294,220.067,152.412,17.651,-1.0759999999999998,-2.5639999999999996,25.136
428,429,276.1329,-14.2647,1.164992952056488,4.860377254886555e+53,7.546296337283322e+51,497.4644452583108,273.432,475.59,212.74900000000002,3.596,-1.026,-2.475,5.2170000000000005
429,430,320.8121,-79.3179,0.5385573808791061,5.7413817449516983e+51,7.944804773259518e+50,29.20058537700605,52.123999999999995,224.985,61.641000000000005,6.437,-0.7609999999999999,-2.634,10.550999999999998
430,431,67.9017,-41.0315,0.2849883126371714,2.1157217477323843e+51,1.9974100858342964e+50,56.11442211507224,40.032,67.893,23.480999999999998,6.439,-0.955,-2.485,9.156
431,432,99.6212,-65.2117,1.161874157009783,1.779770050613963e+53,3.5020172495883997e+52,636.1357060428156,49.25899999999999,838.471,262.615,14.829,-1.057,-2.54,22.116
432,433,131.7971,-3.8696,2.7763419882179385,7.62974758958001e+52,3.2933706978206413e+52,247.1119840254144,32.567,678.8810000000001,198.09799999999998,3.906,-1.16,-2.58,5.489
433,434,138.3305,7.7601,1.6200907990050843,3.7958700379496354e+53,8.840647196364199e+52,2029.739629059852,31.776,701.2360000000001,264.481,7.635,-1.044,-2.583,12.849
434,435,292.4013,-25.5969,2.036153075540162,4.628831155678302e+53,5.468599947282176e+52,708.0150991194138,85.906,342.986,169.706,5.768,-0.885,-2.417,8.39
435,436,357.8803,22.0837,0.9023751368732874,5.201035080812697e+51,7.842676212790423e+51,50.80385540969429,5.513999999999999,299.73400000000004,73.413,16.361,-0.812,-2.4219999999999997,24.793000000000003
436,437,317.7229,-4.3801,1.7046890958696392,2.1345400638458617e+52,2.5772202263328054e+52,531.3759321167497,7.455,110.77600000000001,47.839,4.712,-0.858,-2.41,6.694
437,438,141.8859,0.4218,2.283634750612319,2.9669775036670282e+53,5.126603461976363e+52,893.2605729906128,53.488,167.049,97.54700000000001,4.107,-1.008,-2.489,6.077999999999999
438,439,279.2828,-9.0421,1.811896035972543,4.374336426194911e+53,5.524652782604978e+52,878.0950054866354,51.763000000000005,266.442,142.065,7.566,-1.262,-2.309,11.367
439,440,222.0315,54.4722,3.021645494328008,1.124935926204965e+53,4.03210284278451e+52,391.04534086805467,55.592,361.26099999999997,138.783,3.45,-1.015,-2.627,4.7
440,441,182.3746,62.0668,1.2393480902364038,4.2790217961478043e+52,4.951381956167738e+52,506.9572384940099,3.7510000000000003,317.682,108.431,20.919,-1.072,-2.472,30.348000000000003
441,442,22.3777,-80.6073,3.1694944821827566,1.9644389929606674e+53,8.034391771623077e+52,535.7912502216608,21.715,513.07,192.423,4.352,-1.036,-2.344,6.053999999999999
442,443,69.0028,0.7731,1.7207769485114073,3.297500411668003e+52,1.0322320612869092e+52,278.6630173983774,36.361,284.48900000000003,96.459,3.2,-0.915,-2.541,4.32
443,444,4.5144,-23.7931,0.704560944919261,1.2079059232259983e+53,9.555876817813784e+51,1107.7802767491396,67.763,350.538,137.645,5.657,-0.892,-2.436,9.771
444,445,88.4858,15.5789,1.2088665815392707,1.3678515453170022e+53,1.4200940729463513e+52,249.2257111589663,100.60700000000001,451.56300000000005,166.37400000000002,10.517000000000001,-0.81,-2.662,14.020999999999999
445,446,239.9043,4.1928,1.4805239188662147,2.4963303463698994e+53,5.722147374739519e+52,601.8050016460855,26.044,577.064,216.58700000000002,16.636,-1.1640000000000001,-2.596,24.346
446,447,10.804,-68.6732,0.7592328630025926,2.705517935933059e+52,1.0851099751210761e+51,83.14882528463978,92.352,663.3860000000001,164.11700000000002,3.437,-0.9520000000000001,-2.532,4.835
447,448,298.625,60.2296,1.6054578622755171,3.55195137369174e+52,7.423880386960335e+51,228.05542727840438,35.641999999999996,89.431,45.151,2.855,-0.899,-2.485,3.8560000000000003
